institution,institution_full,institution_ror,dataset_id,doi,creator_order,given_name,family_name,author_name,orcid,pids,affiliation_source,doi_norm,doi_norm_1,removal_reason
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9aa4408643c056ec62070287a56e9885,10.7804/cses.module5.2023-07-25,189,,Aardal,"Aardal, Bernt",,doi:10.7804/cses.module5.2023-07-25,openaire,10.7804/cses.module5.2023-07-25,10.7804/cses.module5.2023-07-25,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::c098d408a8ef1c81f527d6517d21a980,10.5281/zenodo.6406911,2,,Aarnio,"Aarnio, Sonja",,"doi:10.5281/zenodo.6405535, doi:10.5281/zenodo.6405536, doi:10.5281/zenodo.6406911",openaire,10.5281/zenodo.6406911,10.5281/zenodo.6406911,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9bc91120d1d6a1e9f820f286d9502af9,10.4232/1.14332,241,,Abad,"Abad, Ricardo",,doi:10.4232/1.14332,openaire,10.4232/1.14332,10.4232/1.14332,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9bc91120d1d6a1e9f820f286d9502af9,10.4232/1.14332,242,,Abad,"Abad, Ricardo",,doi:10.4232/1.14332,openaire,10.4232/1.14332,10.4232/1.14332,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2b867b87b2963fa8ffa586db6e167f50,10.5281/zenodo.6983158,18,,Abarenkov,"Abarenkov, Kessy",,"doi:10.5281/zenodo.6983157, doi:10.5281/zenodo.6983158, handle:1942/40339",openaire,10.5281/zenodo.6983158,10.5281/zenodo.6983158,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::912db4777fb888b52016ae2bfdfa4c50,10.5281/zenodo.8013448,19,,Abarenkov,"Abarenkov, Kessy",,"doi:10.5281/zenodo.8013447, doi:10.5281/zenodo.8013448, handle:1942/40519",openaire,10.5281/zenodo.8013448,10.5281/zenodo.8013448,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::45dac5a621664c7e596558601b3564b8,10.5281/zenodo.10875992,6,,Abdelsamie,"Abdelsamie, Amr",,"doi:10.5281/zenodo.10875991, doi:10.5281/zenodo.10875992",openaire,10.5281/zenodo.10875992,10.5281/zenodo.10875992,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::fd01f48fbaf8265a7335d66b2b0c529f,10.5281/zenodo.7233824,1,,Abraham,"Abraham, Vojtěch",,"doi:10.5281/zenodo.7233823, doi:10.5281/zenodo.7233824",openaire,10.5281/zenodo.7233824,10.5281/zenodo.7233824,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::c098d408a8ef1c81f527d6517d21a980,10.5281/zenodo.6406911,3,,Abrego,"Abrego, Nerea",,"doi:10.5281/zenodo.6405535, doi:10.5281/zenodo.6405536, doi:10.5281/zenodo.6406911",openaire,10.5281/zenodo.6406911,10.5281/zenodo.6406911,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::31073587bb2cfd2e2906daf8b6f559b9,10.17632/kyck99yk7x.2,5,,Ackerman,"Ackerman, Lukas",,"doi:10.17632/kyck99yk7x, doi:10.17632/kyck99yk7x.1, doi:10.17632/kyck99yk7x.2",openaire,10.17632/kyck99yk7x.2,10.17632/kyck99yk7x.2,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::c098d408a8ef1c81f527d6517d21a980,10.5281/zenodo.6406911,4,,Acosta,"Acosta, Alicia T. R.",,"doi:10.5281/zenodo.6405535, doi:10.5281/zenodo.6405536, doi:10.5281/zenodo.6406911",openaire,10.5281/zenodo.6406911,10.5281/zenodo.6406911,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::042f0c0c4c039ea6dbf7266d13a0a837,10.5281/zenodo.6382216,2,,Acosta-Pankov,"Acosta-Pankov, Ilya",,"doi:10.5281/zenodo.6382215, doi:10.5281/zenodo.6382216",openaire,10.5281/zenodo.6382216,10.5281/zenodo.6382216,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::54831a338d4982943f8aa2ca3535bfe6,10.5281/zenodo.13899026,7,,Adamovský,"Adamovský, Ondřej",,"doi:10.5281/zenodo.13899025, doi:10.5281/zenodo.13899026",openaire,10.5281/zenodo.13899026,10.5281/zenodo.13899026,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2b867b87b2963fa8ffa586db6e167f50,10.5281/zenodo.6983158,65,,Adamson,"Adamson, Kalev",,"doi:10.5281/zenodo.6983157, doi:10.5281/zenodo.6983158, handle:1942/40339",openaire,10.5281/zenodo.6983158,10.5281/zenodo.6983158,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::912db4777fb888b52016ae2bfdfa4c50,10.5281/zenodo.8013448,69,,Adamson,"Adamson, Kalev",,"doi:10.5281/zenodo.8013447, doi:10.5281/zenodo.8013448, handle:1942/40519",openaire,10.5281/zenodo.8013448,10.5281/zenodo.8013448,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::76fbb539cb76d524816b0021c34aae9e,10.5880/intermagnet.1991..2019,77,,Aau,Addis Ababa University AAU (Ethiopia),,doi:10.5880/intermagnet.1991..2019,openaire,10.5880/intermagnet.1991..2019,10.5880/intermagnet.1991..2019,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::ff308a4e5c03f29a2c700827f0b949ab,10.5880/intermagnet.1991.2016,77,,Aau,Addis Ababa University AAU (Ethiopia),,doi:10.5880/intermagnet.1991.2016,openaire,10.5880/intermagnet.1991.2016,10.5880/intermagnet.1991.2016,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::09860930df3413ea35632deaa90079ff,10.5880/intermagnet.1991.2017,77,,Aau,Addis Ababa University AAU (Ethiopia),,doi:10.5880/intermagnet.1991.2017,openaire,10.5880/intermagnet.1991.2017,10.5880/intermagnet.1991.2017,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::d6c419aa6352d3358db9a51dc4048c66,10.5880/intermagnet.1991.2018,77,,Aau,Addis Ababa University AAU (Ethiopia),,doi:10.5880/intermagnet.1991.2018,openaire,10.5880/intermagnet.1991.2018,10.5880/intermagnet.1991.2018,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::42e1f18e4d55185c403229e3a06c3a14,10.5880/intermagnet.1991.2019,77,,Aau,Addis Ababa University AAU (Ethiopia),,doi:10.5880/intermagnet.1991.2019,openaire,10.5880/intermagnet.1991.2019,10.5880/intermagnet.1991.2019,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::26f63a51d2b5744120e7b533377885f3,10.5880/intermagnet.1991.2020,77,,Aau,Addis Ababa University AAU (Ethiopia),,doi:10.5880/intermagnet.1991.2020,openaire,10.5880/intermagnet.1991.2020,10.5880/intermagnet.1991.2020,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2b867b87b2963fa8ffa586db6e167f50,10.5281/zenodo.6983158,25,,Agan,"Agan, Ahto",,"doi:10.5281/zenodo.6983157, doi:10.5281/zenodo.6983158, handle:1942/40339",openaire,10.5281/zenodo.6983158,10.5281/zenodo.6983158,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::912db4777fb888b52016ae2bfdfa4c50,10.5281/zenodo.8013448,28,,Agan,"Agan, Ahto",,"doi:10.5281/zenodo.8013447, doi:10.5281/zenodo.8013448, handle:1942/40519",openaire,10.5281/zenodo.8013448,10.5281/zenodo.8013448,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9bc91120d1d6a1e9f820f286d9502af9,10.4232/1.14332,253,,Agapeeva,"Agapeeva, Ksenia",,doi:10.4232/1.14332,openaire,10.4232/1.14332,10.4232/1.14332,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9bc91120d1d6a1e9f820f286d9502af9,10.4232/1.14332,254,,Agapeeva,"Agapeeva, Ksenia",,doi:10.4232/1.14332,openaire,10.4232/1.14332,10.4232/1.14332,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9bc91120d1d6a1e9f820f286d9502af9,10.4232/1.14332,230,,Agasøster,"Agasøster, Bodil",,doi:10.4232/1.14332,openaire,10.4232/1.14332,10.4232/1.14332,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9bc91120d1d6a1e9f820f286d9502af9,10.4232/1.14332,229,,Agasøster,"Agasøster, Bodil",,doi:10.4232/1.14332,openaire,10.4232/1.14332,10.4232/1.14332,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_________::56faa0fbeadfe4393efa91d66aadbe35,10.25345/c5jm23t3w,2,,Agostini,"Agostini, Alessandro",,doi:10.25345/c5jm23t3w,openaire,10.25345/c5jm23t3w,10.25345/c5jm23t3w,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::125e76057a9f7f3cca13159035fc579e,10.5281/zenodo.4590738,17,,Ahlborn,"Ahlborn, Svenja S.",,"doi:10.5281/zenodo.4590737, doi:10.5281/zenodo.4590738",openaire,10.5281/zenodo.4590738,10.5281/zenodo.4590738,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_________::3139610bc061b66b88ce92bf24d1d1c4,10.5291/ill-data.6-07-64,3,,,Ahmed Alshemi,,doi:10.5291/ill-data.6-07-64,openaire,10.5291/ill-data.6-07-64,10.5291/ill-data.6-07-64,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2d6f0d43c1239d0c1c22476cabcafac6,10.6084/m9.figshare.c.5951229.v1,8,,Ahmed,"Ahmed, Hamad",,"doi:10.6084/m9.figshare.c.5951229, doi:10.6084/m9.figshare.c.5951229.v1",openaire,10.6084/m9.figshare.c.5951229.v1,10.6084/m9.figshare.c.5951229.v1,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2b867b87b2963fa8ffa586db6e167f50,10.5281/zenodo.6983158,99,,Ahmed,"Ahmed, Talaat",,"doi:10.5281/zenodo.6983157, doi:10.5281/zenodo.6983158, handle:1942/40339",openaire,10.5281/zenodo.6983158,10.5281/zenodo.6983158,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::912db4777fb888b52016ae2bfdfa4c50,10.5281/zenodo.8013448,101,,Ahmed,"Ahmed, Talaat",,"doi:10.5281/zenodo.8013447, doi:10.5281/zenodo.8013448, handle:1942/40519",openaire,10.5281/zenodo.8013448,10.5281/zenodo.8013448,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9bc91120d1d6a1e9f820f286d9502af9,10.4232/1.14332,107,,Ahrendt,"Ahrendt, Daphne",,doi:10.4232/1.14332,openaire,10.4232/1.14332,10.4232/1.14332,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9bc91120d1d6a1e9f820f286d9502af9,10.4232/1.14332,108,,Ahrendt,"Ahrendt, Daphne",,doi:10.4232/1.14332,openaire,10.4232/1.14332,10.4232/1.14332,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::4fb3080aecb1d6fb81b68d44f250665f,10.5281/zenodo.13897315,4,,Al Khazali,"Al Khazali, Mohammad Sami",,doi:10.5281/zenodo.13897315,openaire,10.5281/zenodo.13897315,10.5281/zenodo.13897315,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::109cf3002f261a247e17f9eef67a231f,10.5281/zenodo.13919556,2,,Al Khazali,"Al Khazali, Mohammad Sami",,"doi:10.5281/zenodo.13919555, doi:10.5281/zenodo.13919556",openaire,10.5281/zenodo.13919556,10.5281/zenodo.13919556,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::c098d408a8ef1c81f527d6517d21a980,10.5281/zenodo.6406911,5,,Alahuhta,"Alahuhta, Janne",,"doi:10.5281/zenodo.6405535, doi:10.5281/zenodo.6405536, doi:10.5281/zenodo.6406911",openaire,10.5281/zenodo.6406911,10.5281/zenodo.6406911,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::761e043b7a0304aa612a133742d268d5,10.5281/zenodo.16963740,2,,Alan,"Alan, L.",,"doi:10.5281/zenodo.16944826, doi:10.5281/zenodo.16944827, doi:10.5281/zenodo.16963740",openaire,10.5281/zenodo.16963740,10.5281/zenodo.16963740,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::761e043b7a0304aa612a133742d268d5,10.5281/zenodo.16963740,12,,Alanova,"Alanova, P.",,"doi:10.5281/zenodo.16944826, doi:10.5281/zenodo.16944827, doi:10.5281/zenodo.16963740",openaire,10.5281/zenodo.16963740,10.5281/zenodo.16963740,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2b867b87b2963fa8ffa586db6e167f50,10.5281/zenodo.6983158,61,,Alatalo,"Alatalo, Juha M.",,"doi:10.5281/zenodo.6983157, doi:10.5281/zenodo.6983158, handle:1942/40339",openaire,10.5281/zenodo.6983158,10.5281/zenodo.6983158,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::912db4777fb888b52016ae2bfdfa4c50,10.5281/zenodo.8013448,65,,Alatalo,"Alatalo, Juha M.",,"doi:10.5281/zenodo.8013447, doi:10.5281/zenodo.8013448, handle:1942/40519",openaire,10.5281/zenodo.8013448,10.5281/zenodo.8013448,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_________::3efe9d12892a7e3bfde841ec2e1a0506,10.6084/m9.figshare.16850419.v2,15,,Alatalo,"Alatalo, Juha M.",,doi:10.6084/m9.figshare.16850419.v2,openaire,10.6084/m9.figshare.16850419.v2,10.6084/m9.figshare.16850419.v2,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::0b0eaaaceb9fe277567ef4fc40bee519,10.6084/m9.figshare.16850419.v3,15,,Alatalo,"Alatalo, Juha M.",,"doi:10.6084/m9.figshare.16850419, doi:10.6084/m9.figshare.16850419.v3",openaire,10.6084/m9.figshare.16850419.v3,10.6084/m9.figshare.16850419.v3,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2b867b87b2963fa8ffa586db6e167f50,10.5281/zenodo.6983158,48,,Albornoz,"Albornoz, Felipe E.",,"doi:10.5281/zenodo.6983157, doi:10.5281/zenodo.6983158, handle:1942/40339",openaire,10.5281/zenodo.6983158,10.5281/zenodo.6983158,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::912db4777fb888b52016ae2bfdfa4c50,10.5281/zenodo.8013448,51,,Albornoz,"Albornoz, Felipe E.",,"doi:10.5281/zenodo.8013447, doi:10.5281/zenodo.8013448, handle:1942/40519",openaire,10.5281/zenodo.8013448,10.5281/zenodo.8013448,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2d6f0d43c1239d0c1c22476cabcafac6,10.6084/m9.figshare.c.5951229.v1,10,,Alejo,"Alejo, Aaron",,"doi:10.6084/m9.figshare.c.5951229, doi:10.6084/m9.figshare.c.5951229.v1",openaire,10.6084/m9.figshare.c.5951229.v1,10.6084/m9.figshare.c.5951229.v1,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_________::85dd86127142e7d0d1b24e2913dd355b,10.5281/zenodo.7866193,6,,Aleksanyan,"Aleksanyan, Alla",,doi:10.5281/zenodo.7866193,openaire,10.5281/zenodo.7866193,10.5281/zenodo.7866193,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_________::3efe9d12892a7e3bfde841ec2e1a0506,10.6084/m9.figshare.16850419.v2,14,,Alexandre,"Alexandre, Douglas",,doi:10.6084/m9.figshare.16850419.v2,openaire,10.6084/m9.figshare.16850419.v2,10.6084/m9.figshare.16850419.v2,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::0b0eaaaceb9fe277567ef4fc40bee519,10.6084/m9.figshare.16850419.v3,14,,Alexandre,"Alexandre, Douglas",,"doi:10.6084/m9.figshare.16850419, doi:10.6084/m9.figshare.16850419.v3",openaire,10.6084/m9.figshare.16850419.v3,10.6084/m9.figshare.16850419.v3,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::a1aae3d742774fe017559575658e9004,10.5281/zenodo.15119801,8,,Alexy,"Alexy, Pavol",,"doi:10.5281/zenodo.15119800, doi:10.5281/zenodo.15119801",openaire,10.5281/zenodo.15119801,10.5281/zenodo.15119801,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9aa4408643c056ec62070287a56e9885,10.7804/cses.module5.2023-07-25,36,,Alfaro-Redondo,"Alfaro-Redondo, Ronald",,doi:10.7804/cses.module5.2023-07-25,openaire,10.7804/cses.module5.2023-07-25,10.7804/cses.module5.2023-07-25,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9aa4408643c056ec62070287a56e9885,10.7804/cses.module5.2023-07-25,35,,Alfaro-Redondo,"Alfaro-Redondo, Ronald",,doi:10.7804/cses.module5.2023-07-25,openaire,10.7804/cses.module5.2023-07-25,10.7804/cses.module5.2023-07-25,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::76fbb539cb76d524816b0021c34aae9e,10.5880/intermagnet.1991..2019,70,,Awi,Alfred-Wegener-Institut AWI (Germany),,doi:10.5880/intermagnet.1991..2019,openaire,10.5880/intermagnet.1991..2019,10.5880/intermagnet.1991..2019,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::ff308a4e5c03f29a2c700827f0b949ab,10.5880/intermagnet.1991.2016,70,,Awi,Alfred-Wegener-Institut AWI (Germany),,doi:10.5880/intermagnet.1991.2016,openaire,10.5880/intermagnet.1991.2016,10.5880/intermagnet.1991.2016,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::09860930df3413ea35632deaa90079ff,10.5880/intermagnet.1991.2017,70,,Awi,Alfred-Wegener-Institut AWI (Germany),,doi:10.5880/intermagnet.1991.2017,openaire,10.5880/intermagnet.1991.2017,10.5880/intermagnet.1991.2017,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::d6c419aa6352d3358db9a51dc4048c66,10.5880/intermagnet.1991.2018,70,,Awi,Alfred-Wegener-Institut AWI (Germany),,doi:10.5880/intermagnet.1991.2018,openaire,10.5880/intermagnet.1991.2018,10.5880/intermagnet.1991.2018,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::42e1f18e4d55185c403229e3a06c3a14,10.5880/intermagnet.1991.2019,70,,Awi,Alfred-Wegener-Institut AWI (Germany),,doi:10.5880/intermagnet.1991.2019,openaire,10.5880/intermagnet.1991.2019,10.5880/intermagnet.1991.2019,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::26f63a51d2b5744120e7b533377885f3,10.5880/intermagnet.1991.2020,70,,Awi,Alfred-Wegener-Institut AWI (Germany),,doi:10.5880/intermagnet.1991.2020,openaire,10.5880/intermagnet.1991.2020,10.5880/intermagnet.1991.2020,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2b867b87b2963fa8ffa586db6e167f50,10.5281/zenodo.6983158,93,,Alkahtani,"Alkahtani, Saad",,"doi:10.5281/zenodo.6983157, doi:10.5281/zenodo.6983158, handle:1942/40339",openaire,10.5281/zenodo.6983158,10.5281/zenodo.6983158,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::912db4777fb888b52016ae2bfdfa4c50,10.5281/zenodo.8013448,95,,Alkahtani,"Alkahtani, Saad",,"doi:10.5281/zenodo.8013447, doi:10.5281/zenodo.8013448, handle:1942/40519",openaire,10.5281/zenodo.8013448,10.5281/zenodo.8013448,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9aa4408643c056ec62070287a56e9885,10.7804/cses.module5.2023-07-25,38,,Alpizar,"Alpizar, Felipe",,doi:10.7804/cses.module5.2023-07-25,openaire,10.7804/cses.module5.2023-07-25,10.7804/cses.module5.2023-07-25,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::9aa4408643c056ec62070287a56e9885,10.7804/cses.module5.2023-07-25,37,,Alpizar,"Alpizar, Felipe",,doi:10.7804/cses.module5.2023-07-25,openaire,10.7804/cses.module5.2023-07-25,10.7804/cses.module5.2023-07-25,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::76fbb539cb76d524816b0021c34aae9e,10.5880/intermagnet.1991..2019,2,,"",Altay-Sayan Branch of Geophysical Survey of Siberian Branch of Russian Academy of Sciences (Russia),,doi:10.5880/intermagnet.1991..2019,openaire,10.5880/intermagnet.1991..2019,10.5880/intermagnet.1991..2019,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::ff308a4e5c03f29a2c700827f0b949ab,10.5880/intermagnet.1991.2016,2,,"",Altay-Sayan Branch of Geophysical Survey of Siberian Branch of Russian Academy of Sciences (Russia),,doi:10.5880/intermagnet.1991.2016,openaire,10.5880/intermagnet.1991.2016,10.5880/intermagnet.1991.2016,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::09860930df3413ea35632deaa90079ff,10.5880/intermagnet.1991.2017,2,,"",Altay-Sayan Branch of Geophysical Survey of Siberian Branch of Russian Academy of Sciences (Russia),,doi:10.5880/intermagnet.1991.2017,openaire,10.5880/intermagnet.1991.2017,10.5880/intermagnet.1991.2017,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::d6c419aa6352d3358db9a51dc4048c66,10.5880/intermagnet.1991.2018,2,,"",Altay-Sayan Branch of Geophysical Survey of Siberian Branch of Russian Academy of Sciences (Russia),,doi:10.5880/intermagnet.1991.2018,openaire,10.5880/intermagnet.1991.2018,10.5880/intermagnet.1991.2018,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::42e1f18e4d55185c403229e3a06c3a14,10.5880/intermagnet.1991.2019,2,,"",Altay-Sayan Branch of Geophysical Survey of Siberian Branch of Russian Academy of Sciences (Russia),,doi:10.5880/intermagnet.1991.2019,openaire,10.5880/intermagnet.1991.2019,10.5880/intermagnet.1991.2019,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::26f63a51d2b5744120e7b533377885f3,10.5880/intermagnet.1991.2020,2,,"",Altay-Sayan Branch of Geophysical Survey of Siberian Branch of Russian Academy of Sciences (Russia),,doi:10.5880/intermagnet.1991.2020,openaire,10.5880/intermagnet.1991.2020,10.5880/intermagnet.1991.2020,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::595743eb4857feaaf53e76932d067958,10.5281/zenodo.4721910,4,,,Altman Jan,,"doi:10.5281/zenodo.4721909, doi:10.5281/zenodo.4721910",openaire,10.5281/zenodo.4721910,10.5281/zenodo.4721910,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::c098d408a8ef1c81f527d6517d21a980,10.5281/zenodo.6406911,6,,Altman,"Altman, Jan",,"doi:10.5281/zenodo.6405535, doi:10.5281/zenodo.6405536, doi:10.5281/zenodo.6406911",openaire,10.5281/zenodo.6406911,10.5281/zenodo.6406911,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::2b867b87b2963fa8ffa586db6e167f50,10.5281/zenodo.6983158,62,,Alvarez-Manjarrez,"Alvarez-Manjarrez, Julieta",,"doi:10.5281/zenodo.6983157, doi:10.5281/zenodo.6983158, handle:1942/40339",openaire,10.5281/zenodo.6983158,10.5281/zenodo.6983158,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::912db4777fb888b52016ae2bfdfa4c50,10.5281/zenodo.8013448,66,,Alvarez-Manjarrez,"Alvarez-Manjarrez, Julieta",,"doi:10.5281/zenodo.8013447, doi:10.5281/zenodo.8013448, handle:1942/40519",openaire,10.5281/zenodo.8013448,10.5281/zenodo.8013448,no_cz_ror_match_in_datacite
AVCR,Czech Academy of Sciences,https://ror.org/053avzc18,doi_dedup___::aa4b6b9c3baae5dea5563ee13ed8ca0b,10.48580/dgs4f,871,,,American Society of Mammalogists,,"doi:10.48580/dgqgz, doi:10.48580/dgs4f",openaire,10.48580/dgs4f,10.48580/dgs4f,no_cz_ror_match_in_datacite
