doi_norm;inst_short_oa;inst_full_oa;institution_ror;affiliation_name;affiliation_identifier;affiliation_identifier_scheme;affiliation_scheme_uri;oa_full_norm;oa_short_norm;dc_aff_norm;manual_match
10.5281/zenodo.7273794;BC;Biology Centre;https://ror.org/05pq4yn02;"Biology Centre of the Czech Academy of Sciences, Institute of Entomology, Ceske Budejovice, Czech; Faculty of Science, University of South Bohemia, Ceske Budejovice, Czech";;;;biologycentre;bc;"biologycentre of the czech academy of sciences, institute of entomology, ceske budejovice, czech; faculty of science, university of south bohemia, ceske budejovice, czech";""
10.5281/zenodo.7273794;BC;Biology Centre;https://ror.org/05pq4yn02;"Biology Centre of the Czech Academy of Sciences, Institute of Entomology, Ceske Budejovice, Czech; Faculty of Science, University of South Bohemia, Ceske Budejovice, Czech";;;;biologycentre;bc;"biologycentre of the czech academy of sciences, institute of entomology, ceske budejovice, czech; faculty of science, university of south bohemia, ceske budejovice, czech";""
10.5281/zenodo.7275072;MU;Masaryk University;https://ror.org/02j46qs45;Abiko City Museum of Birds;;;;masarykuniversity;mu;abikocity museum of birds;""
10.5281/zenodo.7275072;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7275143;ITAM AS CR;Institute of Theoretical and Applied Mechanics;https://ror.org/01hxbnq19;Institute of Theoretical and Applied Mechanics of the Czech Academy of Sciences, Prague, Czech Republic;;;;instituteof theoretical and applied mechanics;itamas cr;instituteof theoretical and applied mechanics of the czech academy of sciences, prague, czech republic;""
10.5281/zenodo.7275149;ITAM AS CR;Institute of Theoretical and Applied Mechanics;https://ror.org/01hxbnq19;Institute of Theoretical and Applied Mechanics of the Czech Academy of Sciences, Prague, Czech Republic;;;;instituteof theoretical and applied mechanics;itamas cr;instituteof theoretical and applied mechanics of the czech academy of sciences, prague, czech republic;""
10.5281/zenodo.7275158;ITAM AS CR;Institute of Theoretical and Applied Mechanics;https://ror.org/01hxbnq19;Institute of Theoretical and Applied Mechanics of the Czech Academy of Sciences, Prague, Czech Republic;;;;instituteof theoretical and applied mechanics;itamas cr;instituteof theoretical and applied mechanics of the czech academy of sciences, prague, czech republic;""
10.5281/zenodo.7275174;ITAM AS CR;Institute of Theoretical and Applied Mechanics;https://ror.org/01hxbnq19;Institute of Theoretical and Applied Mechanics of the Czech Academy of Sciences, Prague, Czech Republic;;;;instituteof theoretical and applied mechanics;itamas cr;instituteof theoretical and applied mechanics of the czech academy of sciences, prague, czech republic;""
10.5281/zenodo.7290189;VUT;Brno University of Technology;https://ror.org/03613d656;Brno University of Technology, Aeronautical Institute, Brno, Czech Republic;;;;brnouniversity of technology;vut;brnouniversity of technology, aeronautical institute, brno, czech republic;""
10.5281/zenodo.7290189;Institute of Botany;Institute of Botany;https://ror.org/03qqnc658;Institute of Botany of the Czech Academy of Sciences, Průhonice, Czech Republic;;;;instituteof botany;instituteof botany;instituteof botany of the czech academy of sciences, pruhonice, czech republic;""
10.5281/zenodo.7290189;Jan Evangelista Purkyně University in Ústí nad Labem;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Jan Evangelista Purkyně University in Ústí nad Labem, Faculty of Environment, Ústí n. L., Czech Republic;;;;janevangelista purkyne university in usti nad labem;janevangelista purkyne university in usti nad labem;janevangelista purkyne university in usti nad labem, faculty of environment, usti n. l., czech republic;""
10.5281/zenodo.7297158;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague;;;;czechtechnical university in prague;cvut;czechtechnical university in prague;""
10.5281/zenodo.7297158;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague;;;;czechtechnical university in prague;cvut;czechtechnical university in prague;""
10.5281/zenodo.7303443;IM ;Institute of Microbiology;https://ror.org/02p1jz666;Institute of Microbiology of the Czech Academy of Sciences, Vídeňská 1083, CZ-142 20, Prague 4, Czech Republic;;;;instituteof microbiology;im;instituteof microbiology of the czech academy of sciences, videnska 1083, cz-142 20, prague 4, czech republic;""
10.5281/zenodo.7303443;IM ;Institute of Microbiology;https://ror.org/02p1jz666;Institute of Microbiology of the Czech Academy of Sciences, Vídeňská 1083, CZ-142 20, Prague 4, Czech Republic;;;;instituteof microbiology;im;instituteof microbiology of the czech academy of sciences, videnska 1083, cz-142 20, prague 4, czech republic;""
10.5281/zenodo.7303443;IM ;Institute of Microbiology;https://ror.org/02p1jz666;Institute of Microbiology of the Czech Academy of Sciences, Vídeňská 1083, CZ-142 20, Prague 4, Czech Republic;;;;instituteof microbiology;im;instituteof microbiology of the czech academy of sciences, videnska 1083, cz-142 20, prague 4, czech republic;""
10.5281/zenodo.7303443;IM ;Institute of Microbiology;https://ror.org/02p1jz666;Institute of Microbiology of the Czech Academy of Sciences, Vídeňská 1083, CZ-142 20, Prague 4, Czech Republic;;;;instituteof microbiology;im;instituteof microbiology of the czech academy of sciences, videnska 1083, cz-142 20, prague 4, czech republic;""
10.5281/zenodo.7303443;IM ;Institute of Microbiology;https://ror.org/02p1jz666;Institute of Microbiology of the Czech Academy of Sciences, Vídeňská 1083, CZ-142 20, Prague 4, Czech Republic;;;;instituteof microbiology;im;instituteof microbiology of the czech academy of sciences, videnska 1083, cz-142 20, prague 4, czech republic;""
10.5281/zenodo.7303781;CULS;Czech University of Life Sciences Prague;https://ror.org/0415vcw02;Czech University of Life Sciences Prague;;;;czechuniversity of life sciences prague;culs;czechuniversity of life sciences prague;""
10.5281/zenodo.7326129;BC;Biology Centre;https://ror.org/05pq4yn02;Biology Centre CAS, Institute of Entomology, České Budějovice, Czech Republic;;;;biologycentre;bc;biologycentre cas, institute of entomology, ceske budejovice, czech republic;""
10.5281/zenodo.7333636;CRI;Crop Research Institute;https://ror.org/0436mv865;Crop Research Institute, Prague, Czech Republic;;;;cropresearch institute;cri;cropresearch institute, prague, czech republic;""
10.5281/zenodo.7333636;CRI;Crop Research Institute;https://ror.org/0436mv865;Crop Research Institute, Prague, Czech Republic;;;;cropresearch institute;cri;cropresearch institute, prague, czech republic;""
10.5281/zenodo.7334370;FZU;Institute of Physics;https://ror.org/02yhj4v17;Institute of Physics of the Czech Academy of Sciences, Prague, Czechia;;;;instituteof physics;fzu;instituteof physics of the czech academy of sciences, prague, czechia;""
10.5281/zenodo.7334370;FZU;Institute of Physics;https://ror.org/02yhj4v17;Institute of Physics of the Czech Academy of Sciences, Prague, Czechia;;;;instituteof physics;fzu;instituteof physics of the czech academy of sciences, prague, czechia;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7338814;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Brno, Czech Republic;;;;masarykuniversity;mu;masarykuniversity, brno, czech republic;""
10.5281/zenodo.7352554;Charles University;Charles University;https://ror.org/024d6js02;Charles University, Prague, Czech Republic;;;;charlesuniversity;charlesuniversity;charlesuniversity, prague, czech republic;""
10.5281/zenodo.7360759;Regional Centre of Advanced Technologies and Materials;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;Regional Centre of Advanced Technologies and Materials, Faculty of Science, Palacký University in Olomouc, Šlechtitelů 27, CZ-771 46 Olomouc, Czech Republic;;;;regionalcentre of advanced technologies and materials;regionalcentre of advanced technologies and materials;regionalcentre of advanced technologies and materials, faculty of science, palacky university in olomouc, slechtitelu 27, cz-771 46 olomouc, czech republic;""
10.5281/zenodo.7368671;CRI;Crop Research Institute;https://ror.org/0436mv865;Crop Research Institute, Praha-Ruzyne;;;;cropresearch institute;cri;cropresearch institute, praha-ruzyne;""
10.5281/zenodo.7368671;CRI;Crop Research Institute;https://ror.org/0436mv865;Crop Research Institute, Praha-Ruzyne;;;;cropresearch institute;cri;cropresearch institute, praha-ruzyne;""
10.5281/zenodo.7377045;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague;;;;czechtechnical university in prague;cvut;czechtechnical university in prague;""
10.5281/zenodo.7380017;IOCB;Institute of Organic Chemistry and Biochemistry;https://ror.org/04nfjn472;Institute of Organic Chemistry and Biochemistry of the Czech Academy of Sciences, Flemingovo náměstí 2, 16000 Praha 6, Czech Republic;;;;instituteof organic chemistry and biochemistry;iocb;instituteof organic chemistry and biochemistry of the czech academy of sciences, flemingovo namesti 2, 16000 praha 6, czech republic;""
10.5281/zenodo.7382723;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7382723;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7389845;IBT;Institute of Biotechnology;https://ror.org/00wzqmx94;Institute of Biotechnology of the Czech Academy of Sciences;;;;instituteof biotechnology;ibt;instituteof biotechnology of the czech academy of sciences;""
10.5281/zenodo.7389845;IBT;Institute of Biotechnology;https://ror.org/00wzqmx94;Institute of Biotechnology of the Czech Academy of Sciences;;;;instituteof biotechnology;ibt;instituteof biotechnology of the czech academy of sciences;""
10.5281/zenodo.7390416;Ministry of Health;Ministry of Health;https://ror.org/00y6khe77;Ministry of Health - State General Laboratory, Cyprus;;;;ministryof health;ministryof health;ministryof health - state general laboratory, cyprus;""
10.5281/zenodo.7390416;SZU;National Institute of Public Health;https://ror.org/04ftj7e51;National Institute of Public Health - Centre for Health, Nutrition and Food, Czechia;;;;nationalinstitute of public health;szu;nationalinstitute of public health - centre for health, nutrition and food, czechia;""
10.5281/zenodo.7390416;SZU;National Institute of Public Health;https://ror.org/04ftj7e51;National Institute of Public Health - National Institute of Hygiene;;;;nationalinstitute of public health;szu;nationalinstitute of public health - national institute of hygiene;""
10.5281/zenodo.7390416;SZU;National Institute of Public Health;https://ror.org/04ftj7e51;National Institute of Public Health, Slovenia;;;;nationalinstitute of public health;szu;nationalinstitute of public health, slovenia;""
10.5281/zenodo.7390878;BC;Biology Centre;https://ror.org/05pq4yn02;Biology Centre CAS;;;;biologycentre;bc;biologycentre cas;""
10.5281/zenodo.7390878;BC;Biology Centre;https://ror.org/05pq4yn02;Biology Centre CAS;;;;biologycentre;bc;biologycentre cas;""
10.5281/zenodo.7393339;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Centre for the Digital Research of Religion;;;;masarykuniversity;mu;masarykuniversity, centre for the digital research of religion;""
10.5281/zenodo.7393339;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Department for the Study of Religions;;;;masarykuniversity;mu;masarykuniversity, department for the study of religions;""
10.5281/zenodo.7393339;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Department for the Study of Religions;;;;masarykuniversity;mu;masarykuniversity, department for the study of religions;""
10.5281/zenodo.7393339;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University, Department for the Study of Religions;;;;masarykuniversity;mu;masarykuniversity, department for the study of religions;""
10.5281/zenodo.7410366;CGS;Czech Geological Survey;https://ror.org/02xz6bf62;Czech Geological Survey, Prague;;;;czechgeological survey;cgs;czechgeological survey, prague;""
10.5281/zenodo.7410366;CGS;Czech Geological Survey;https://ror.org/02xz6bf62;Czech Geological Survey, Prague;;;;czechgeological survey;cgs;czechgeological survey, prague;""
10.5281/zenodo.7415164;CRI;Crop Research Institute;https://ror.org/0436mv865;Crop Research Institute, CZ;;;;cropresearch institute;cri;cropresearch institute, cz;""
10.5281/zenodo.7423903;J. Heyrovsky Institute of Physical Chemistry;J. Heyrovsky Institute of Physical Chemistry;https://ror.org/02sat5y74;J. Heyrovský Institute of Physical Chemistry, Czech Academy of Sciences;;;;jheyrovsky institute of physical chemistry;jheyrovsky institute of physical chemistry;jheyrovsky institute of physical chemistry, czech academy of sciences;""
10.5281/zenodo.7428498;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7428498;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7433754;CMI;Český Metrologický Institut;https://ror.org/02m5haa59;Cesky Metrologicky Institut (CMI);;;;ceskymetrologicky institut;cmi;ceskymetrologicky institut (cmi);""
10.5281/zenodo.7463875;IEB;Institute of Experimental Botany;https://ror.org/057br4398;Institute of Experimental Botany;;;;instituteof experimental botany;ieb;instituteof experimental botany;""
10.5281/zenodo.7463875;IEB;Institute of Experimental Botany;https://ror.org/057br4398;Institute of Experimental Botany;;;;instituteof experimental botany;ieb;instituteof experimental botany;""
10.5281/zenodo.7463875;IEB;Institute of Experimental Botany;https://ror.org/057br4398;Institute of Experimental Botany;;;;instituteof experimental botany;ieb;instituteof experimental botany;""
10.5281/zenodo.7467034;MIA;Masaryk Institute and Archive;https://ror.org/03nvfe914;University of South Bohemia in České Budějovice, Faculty of Arts;;;;masarykinstitute and archive;mia;universityof south bohemia in ceske budejovice, faculty of arts;""
10.5281/zenodo.7467034;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University in Brno, Faculty of Arts;;;;masarykuniversity;mu;masarykuniversity in brno, faculty of arts;""
10.5281/zenodo.7467034;Moravian Library in Brno;Moravian Library in Brno;https://ror.org/03f239z63;Moravian library in Brno;;;;moravianlibrary in brno;moravianlibrary in brno;moravianlibrary in brno;""
10.5281/zenodo.7467034;JČU;University of South Bohemia in České Budějovice;https://ror.org/033n3pw66;University of South Bohemia in České Budějovice, Faculty of Arts;;;;universityof south bohemia in ceske budejovice;jcu;universityof south bohemia in ceske budejovice, faculty of arts;""
10.5281/zenodo.7477600;Charles University;Charles University;https://ror.org/024d6js02;Charles University Prague;;;;charlesuniversity;charlesuniversity;charlesuniversity prague;""
10.5281/zenodo.7477600;Charles University;Charles University;https://ror.org/024d6js02;Charles University Prague;;;;charlesuniversity;charlesuniversity;charlesuniversity prague;""
10.5281/zenodo.7505364;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7508054;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7515593;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7517494;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7517494;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7517494;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7517494;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7517494;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7517494;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7525558;IBT;Institute of Biotechnology;https://ror.org/00wzqmx94;Institute of Biotechnology of the Czech Academy of Sciences, Průmyslová 595, 252 50 Vestec, Czech Republic;;;;instituteof biotechnology;ibt;instituteof biotechnology of the czech academy of sciences, prumyslova 595, 252 50 vestec, czech republic;""
10.5281/zenodo.7525558;IBT;Institute of Biotechnology;https://ror.org/00wzqmx94;Institute of Biotechnology of the Czech Academy of Sciences, Průmyslová 595, 252 50 Vestec, Czech Republic;;;;instituteof biotechnology;ibt;instituteof biotechnology of the czech academy of sciences, prumyslova 595, 252 50 vestec, czech republic;""
10.5281/zenodo.7534792;MU;Masaryk University;https://ror.org/02j46qs45;Botanischer Garten und Botanisches Museum Berlin, Freie Universität Berlin, Berlin, Germany;;;;masarykuniversity;mu;botanischergarten und botanisches museum berlin, freie universität berlin, berlin, germany;""
10.5281/zenodo.7534792;MU;Masaryk University;https://ror.org/02j46qs45;Department of Biology, The Biological Museum, Lund University, Lund, Sweden;;;;masarykuniversity;mu;departmentof biology, the biological museum, lund university, lund, sweden;""
10.5281/zenodo.7534928;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague (CTU);;;;czechtechnical university in prague;cvut;czechtechnical university in prague (ctu);""
10.5281/zenodo.7534928;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague (CTU);;;;czechtechnical university in prague;cvut;czechtechnical university in prague (ctu);""
10.5281/zenodo.7554277;MU;Masaryk University;https://ror.org/02j46qs45;Departamento de Ecología e Hidrología, Universidad de Murcia, Murcia, Spain;;;;masarykuniversity;mu;departamentode ecologia e hidrologia, universidad de murcia, murcia, spain;""
10.5281/zenodo.7554277;MU;Masaryk University;https://ror.org/02j46qs45;Departamento de Ecología e Hidrología, Universidad de Murcia, Murcia, Spain;;;;masarykuniversity;mu;departamentode ecologia e hidrologia, universidad de murcia, murcia, spain;""
10.5281/zenodo.7554277;MU;Masaryk University;https://ror.org/02j46qs45;Museum für Naturkunde, Leibniz Institute of Evolution and Biodiversity Research, Humboldt University, Berlin, Germany;;;;masarykuniversity;mu;museumfür naturkunde, leibniz institute of evolution and biodiversity research, humboldt university, berlin, germany;""
10.5281/zenodo.7556678;IBT;Institute of Biotechnology;https://ror.org/00wzqmx94;Institute of Biotechnology of the Czech Academy of Sciences;;;;instituteof biotechnology;ibt;instituteof biotechnology of the czech academy of sciences;""
10.5281/zenodo.7556678;IBT;Institute of Biotechnology;https://ror.org/00wzqmx94;Institute of Biotechnology of the Czech Academy of Sciences;;;;instituteof biotechnology;ibt;instituteof biotechnology of the czech academy of sciences;""
10.5281/zenodo.7556678;IBT;Institute of Biotechnology;https://ror.org/00wzqmx94;Institute of Biotechnology of the Czech Academy of Sciences;;;;instituteof biotechnology;ibt;instituteof biotechnology of the czech academy of sciences;""
10.5281/zenodo.7565522;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7565522;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7565522;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7565522;IMG;Institute of Molecular Genetics;https://ror.org/045syc608;Institute of Molecular Genetics, Czech Academy of Sciences;;;;instituteof molecular genetics;img;instituteof molecular genetics, czech academy of sciences;""
10.5281/zenodo.7565522;IMG;Institute of Molecular Genetics;https://ror.org/045syc608;Institute of Molecular Genetics, Czech Academy of Sciences;;;;instituteof molecular genetics;img;instituteof molecular genetics, czech academy of sciences;""
10.5281/zenodo.7565522;IMG;Institute of Molecular Genetics;https://ror.org/045syc608;Institute of Molecular Genetics, Czech Academy of Sciences;;;;instituteof molecular genetics;img;instituteof molecular genetics, czech academy of sciences;""
10.5281/zenodo.7565522;IMG;Institute of Molecular Genetics;https://ror.org/045syc608;Institute of Molecular Genetics, Czech Academy of Sciences;;;;instituteof molecular genetics;img;instituteof molecular genetics, czech academy of sciences;""
10.5281/zenodo.7580003;IOCB;Institute of Organic Chemistry and Biochemistry;https://ror.org/04nfjn472;"Institute of Organic Chemistry and Biochemistry of the CAS, Flemingovo nám. 2, 16610 Prague 6, Czech Republic ; Department of Chemistry, University of Oxford, Chemistry Research Laboratory, Oxford OX1 3TA, UK.";;;;instituteof organic chemistry and biochemistry;iocb;"instituteof organic chemistry and biochemistry of the cas, flemingovo nam. 2, 16610 prague 6, czech republic ; department of chemistry, university of oxford, chemistry research laboratory, oxford ox1 3ta, uk.";""
10.5281/zenodo.7580961;AVCR;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences, Biology Centre, Institute of Hydrobiology;;;;czechacademy of sciences;avcr;czechacademy of sciences, biology centre, institute of hydrobiology;""
10.5281/zenodo.7582204;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7584206;ZČU;University of West Bohemia;https://ror.org/040t43x18;University of West Bohemia;;;;universityof west bohemia;zcu;universityof west bohemia;""
10.5281/zenodo.7584206;ZČU;University of West Bohemia;https://ror.org/040t43x18;University of West Bohemia;;;;universityof west bohemia;zcu;universityof west bohemia;""
10.5281/zenodo.7607070;VUT;Brno University of Technology;https://ror.org/03613d656;Brno University of Technology;;;;brnouniversity of technology;vut;brnouniversity of technology;""
10.5281/zenodo.7607070;VUT;Brno University of Technology;https://ror.org/03613d656;Brno University of Technology;;;;brnouniversity of technology;vut;brnouniversity of technology;""
10.5281/zenodo.7607070;VUT;Brno University of Technology;https://ror.org/03613d656;Brno University of Technology;;;;brnouniversity of technology;vut;brnouniversity of technology;""
10.5281/zenodo.7607070;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague;;;;czechtechnical university in prague;cvut;czechtechnical university in prague;""
10.5281/zenodo.7607070;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague;;;;czechtechnical university in prague;cvut;czechtechnical university in prague;""
10.5281/zenodo.7607071;VUT;Brno University of Technology;https://ror.org/03613d656;Brno University of Technology;;;;brnouniversity of technology;vut;brnouniversity of technology;""
10.5281/zenodo.7607071;VUT;Brno University of Technology;https://ror.org/03613d656;Brno University of Technology;;;;brnouniversity of technology;vut;brnouniversity of technology;""
10.5281/zenodo.7607071;VUT;Brno University of Technology;https://ror.org/03613d656;Brno University of Technology;;;;brnouniversity of technology;vut;brnouniversity of technology;""
10.5281/zenodo.7607071;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague;;;;czechtechnical university in prague;cvut;czechtechnical university in prague;""
10.5281/zenodo.7607071;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague;;;;czechtechnical university in prague;cvut;czechtechnical university in prague;""
10.5281/zenodo.7607071;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague;;;;czechtechnical university in prague;cvut;czechtechnical university in prague;""
10.5281/zenodo.7610654;VŠCHT ;University of Chemistry and Technology;https://ror.org/05ggn0a85;University of Chemistry and Technology, Prague, Czech Republic;;;;universityof chemistry and technology;vscht;universityof chemistry and technology, prague, czech republic;""
10.5281/zenodo.7610654;VŠCHT ;University of Chemistry and Technology;https://ror.org/05ggn0a85;University of Chemistry and Technology, Prague, Czech Republic;;;;universityof chemistry and technology;vscht;universityof chemistry and technology, prague, czech republic;""
10.5281/zenodo.7635138;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7635138;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7635138;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7635138;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7635138;MU;Masaryk University;https://ror.org/02j46qs45;Masaryk University;;;;masarykuniversity;mu;masarykuniversity;""
10.5281/zenodo.7650318;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7650320;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7650322;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7657656;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7659844;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7659885;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7659890;Charles University;Charles University;https://ror.org/024d6js02;Charles University;;;;charlesuniversity;charlesuniversity;charlesuniversity;""
10.5281/zenodo.7673199;VŠCHT ;University of Chemistry and Technology;https://ror.org/05ggn0a85;University of Chemistry and Technology in Prague;;;;universityof chemistry and technology;vscht;universityof chemistry and technology in prague;""
10.5281/zenodo.7673199;VŠCHT ;University of Chemistry and Technology;https://ror.org/05ggn0a85;University of Chemistry and Technology in Prague;;;;universityof chemistry and technology;vscht;universityof chemistry and technology in prague;""
10.5281/zenodo.7673199;VŠCHT ;University of Chemistry and Technology;https://ror.org/05ggn0a85;University of Chemistry and Technology in Prague;;;;universityof chemistry and technology;vscht;universityof chemistry and technology in prague;""
10.5281/zenodo.7680500;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague, Faculty of Civil Engineering;;;;czechtechnical university in prague;cvut;czechtechnical university in prague, faculty of civil engineering;""
10.5281/zenodo.7680500;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague, Faculty of Civil Engineering;;;;czechtechnical university in prague;cvut;czechtechnical university in prague, faculty of civil engineering;""
10.5281/zenodo.7680500;ČVUT;Czech Technical University in Prague;https://ror.org/03kqpb082;Czech Technical University in Prague, Faculty of Civil Engineering;;;;czechtechnical university in prague;cvut;czechtechnical university in prague, faculty of civil engineering;""
10.5281/zenodo.7683782;Institute of Geophysics;Institute of Geophysics;https://ror.org/02e8b2r87;Institute of Geophysics, Czech Academy of Sciences;;;;instituteof geophysics;instituteof geophysics;instituteof geophysics, czech academy of sciences;""
10.5281/zenodo.7683782;Institute of Geophysics;Institute of Geophysics;https://ror.org/02e8b2r87;Institute of Geophysics, Czech Academy of Sciences;;;;instituteof geophysics;instituteof geophysics;instituteof geophysics, czech academy of sciences;""
