doi_norm
10.6084/m9.figshare.c.7153992.v1
10.5281/zenodo.14025746
10.14473/csda/b73gvd
10.25925/20221201
10.5281/zenodo.6352641
10.5281/zenodo.3552399
10.5281/zenodo.15143622
10.25582/data.2021-04.2207421/1956886
10.1515/iupac.81.1185
10.1515/iupac.81.1152
10.25925/20231201
10.22541/au.158629993.39850276
10.14473/csda/hgzkpi
10.5281/zenodo.15792089
10.5281/zenodo.6657091
10.25582/data.2021-04.2207084/1956218
10.1515/iupac.90.0452
10.1515/iupac.94.0136
10.6084/m9.figshare.c.7875678.v1
10.5281/zenodo.15154499
10.1515/iupac.76.0047
10.4232/1.10079
10.6084/m9.figshare.c.5908213.v1
10.1515/iupac.84.1319
10.14473/csda/ilmnvh
10.18419/darus-2237/37
10.11588/data/veeidp/ue8jrn
10.5061/dryad.8pk0p2npt
10.18710/mtpr9e/kps4ak
10.4232/1.13042
10.1515/iupac.85.0273
10.1515/iupac.92.0038
10.5281/zenodo.7290189
10.25582/data.2021-04.2207934/1956812
10.6084/m9.figshare.c.5663528.v2
10.5281/zenodo.4456062
10.14473/csda/c52kcf
10.1515/iupac.91.0002
10.5281/zenodo.15534677
10.5281/zenodo.5569275
10.1515/iupac.90.0335
10.25582/data.2021-04.2207502/1956651
10.17882/106967
10.5281/zenodo.3713309
10.25582/data.2021-04.2207126/1956104
10.25925/20230901
10.1515/iupac.91.0030
10.1515/iupac.90.0457
10.6084/m9.figshare.6969497.v2
10.5281/zenodo.14936177
10.1515/iupac.76.0068
10.1515/iupac.90.0514
10.5281/zenodo.6868913
10.5281/zenodo.15310588
10.36443/10259/6950
10.7910/dvn/tmz1fc
10.6084/m9.figshare.19602445.v1
10.1515/iupac.90.0467
10.1515/iupac.88.1552
10.4232/1.2880
10.11588/data/et9g9x/u3v5m7
10.7910/dvn/4rdia0
10.1515/iupac.90.0476
10.18710/qw76um
10.5281/zenodo.7243713
10.1515/iupac.76.0031
10.6084/m9.figshare.c.6585379.v1
10.15468/qnrsen
10.5281/zenodo.8170247
10.1515/iupac.90.0291
10.5281/zenodo.3247443
10.18710/vyqfpk/mg4iwb
10.7910/dvn/vcunmo/4geehb
10.25582/data.2021-04.2207246/1956462
10.2210/pdb5opk/pdb
10.1515/iupac.85.0272
10.1515/iupac.81.1175
10.6084/m9.figshare.17104032.v2
10.5281/zenodo.13934869
10.22541/au.158447897.77917186
10.25582/data.2021-04.2207187/1957130
10.5281/zenodo.921754
10.5281/zenodo.7431996
10.26165/juelich-data/nxrosn
10.1515/iupac.85.0189
10.1515/iupac.90.0387
10.7910/dvn/fgyjts/wlz0nj
10.6084/m9.figshare.c.6612230.v1
10.14473/csda/1p8fr1/hmlteb
10.1515/iupac.76.0093
10.1515/iupac.90.0635
10.25582/data.2021-04.2207236/1956635
10.5281/zenodo.4116245
10.6084/m9.figshare.c.7173734.v1
10.14473/csda/70pzsc/9fbm9l
10.1515/iupac.90.0381
10.1515/iupac.90.0443
10.5281/zenodo.3552416
10.4232/1.14022
10.5281/zenodo.5711706
10.1515/iupac.92.0060
10.5281/zenodo.15681034
10.25582/data.2021-04.2207763/1956355
10.1515/iupac.92.0064
10.1515/iupac.79.2272
10.25582/data.2021-04.2207217/1957161
10.6084/m9.figshare.c.5730804.v2
10.1515/iupac.90.0382
