institution,institution_full,institution_ror,dataset_id,doi,creator_order,given_name,family_name,author_name,orcid,pids,affiliation_source
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::65a123d9457aed99803963acc0101447,10.5281/zenodo.10993879,8,Jan,Karel,Jan Karel,,"doi:10.5281/zenodo.10993879, doi:10.5281/zenodo.10993880",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::65a123d9457aed99803963acc0101447,10.5281/zenodo.10993880,8,Jan,Karel,Jan Karel,,"doi:10.5281/zenodo.10993879, doi:10.5281/zenodo.10993880",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::0e391c6aa95bcbecf87c5df713e12035,10.5281/zenodo.10998234,8,Jan,Karel,Jan Karel,,"doi:10.5281/zenodo.10998234, doi:10.5281/zenodo.10998235",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::0e391c6aa95bcbecf87c5df713e12035,10.5281/zenodo.10998235,8,Jan,Karel,Jan Karel,,"doi:10.5281/zenodo.10998234, doi:10.5281/zenodo.10998235",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::1d5718bc115089c9c9c4375e0f88e4a5,10.5281/zenodo.10655032,12,Jelena,Radović,Jelena Radović,0000-0002-1023-4463,"doi:10.5281/zenodo.10655032, doi:10.5281/zenodo.10655033",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::1d5718bc115089c9c9c4375e0f88e4a5,10.5281/zenodo.10655033,12,Jelena,Radović,Jelena Radović,0000-0002-1023-4463,"doi:10.5281/zenodo.10655032, doi:10.5281/zenodo.10655033",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::1d5718bc115089c9c9c4375e0f88e4a5,10.5281/zenodo.10655032,3,Martin,Bureš,Martin Bureš,0000-0003-0808-3771,"doi:10.5281/zenodo.10655032, doi:10.5281/zenodo.10655033",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::1d5718bc115089c9c9c4375e0f88e4a5,10.5281/zenodo.10655033,3,Martin,Bureš,Martin Bureš,0000-0003-0808-3771,"doi:10.5281/zenodo.10655032, doi:10.5281/zenodo.10655033",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::0e391c6aa95bcbecf87c5df713e12035,10.5281/zenodo.10998234,3,Martin,Bureš,Martin Bureš,0000-0003-0808-3771,"doi:10.5281/zenodo.10998234, doi:10.5281/zenodo.10998235",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::0e391c6aa95bcbecf87c5df713e12035,10.5281/zenodo.10998235,3,Martin,Bureš,Martin Bureš,0000-0003-0808-3771,"doi:10.5281/zenodo.10998234, doi:10.5281/zenodo.10998235",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::1d5718bc115089c9c9c4375e0f88e4a5,10.5281/zenodo.10655032,8,Radek,Jareš,Radek Jareš,,"doi:10.5281/zenodo.10655032, doi:10.5281/zenodo.10655033",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::1d5718bc115089c9c9c4375e0f88e4a5,10.5281/zenodo.10655033,8,Radek,Jareš,Radek Jareš,,"doi:10.5281/zenodo.10655032, doi:10.5281/zenodo.10655033",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::632c28ae6c9e090a8f345727def53e3e,10.5281/zenodo.10848970,7,Radek,Jareš,Radek Jareš,,"doi:10.5281/zenodo.10848970, doi:10.5281/zenodo.10848971",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::632c28ae6c9e090a8f345727def53e3e,10.5281/zenodo.10848971,7,Radek,Jareš,Radek Jareš,,"doi:10.5281/zenodo.10848970, doi:10.5281/zenodo.10848971",datacite
ATEM,Studio of Ecological Models,https://ror.org/013rj3567,doi_dedup___::0d3beae857bd04d9042b6fee1a226369,10.5281/zenodo.10982835,7,Radek,Jareš,Radek Jareš,,"doi:10.5281/zenodo.10982835, doi:10.5281/zenodo.10982836",datacite
